model,learning_mode,file_name,file_path,reference_file,BLEU,METEOR,ROUGE-W,BERTScore-P,BERTScore-R,BERT-F1,sum,rank
chatgpt,fewshot,201908,../generate_summray/fewshot/chatgpt/201908.txt,/home/david/Workspace/research/manuscripts/original_summary/sumamry_201908.txt,0.3023596233934248,0.4021512656742547,0.7592592543432785,0.8458352088928223,0.8796322345733643,0.8624027371406555,4.051640324,138
llama,oneshot,201912,../generate_summray/oneshot/llama/201912.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_201912.txt,0.48246099618907184,0.23346405119207692,0.7238095188136056,0.84094131,0.8308722972869873,0.8358765244483948,3.9474246978590304,195
qwen,oneshot,201912,../generate_summray/oneshot/qwen/201912.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_201912.txt,0.3388682709435921,0.22615952405147635,0.7884615334689349,0.8623266220092773,0.8369802236557007,0.8494643568992615,3.9022605310282428,221
chatgpt,oneshot,201912,../generate_summray/oneshot/chatgpt/201912.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_201912.txt,0.538155573,0.370089538,0.8653846103920119,0.8645749092102051,0.8580763339996338,0.8613134026527405,4.357594367816163,24
llama,zeroshot,201912,../generate_summray/zeroshot/llama/201912.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_201912.txt,0.6531486247283415,0.31184211341611523,0.7663551351873527,0.8566519618034363,0.8618624210357666,0.8592492341995239,4.3091094903705365,33
qwen,zeroshot,201912,../generate_summray/zeroshot/qwen/201912.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_201912.txt,0.5042180137793062,0.2760701148469847,0.799999995,0.8626718521118164,0.8495999574661255,0.856086016,4.148645948937527,86
chatgpt,zeroshot,201912,../generate_summray/zeroshot/chatgpt/201912.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_201912.txt,0.5877308399922012,0.30435893771309364,0.8316831633408489,0.869641125,0.8597057461738586,0.8646448850631714,4.3177646974853525,31
llama,fewshot,201912,../generate_summray/fewshot/llama/201912.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_201912.txt,0.44532798300585597,0.18229170724518348,0.7524752425487696,0.841899037,0.8166227340698242,0.8290682435035706,3.867684947734349,233
qwen,fewshot,201912,../generate_summray/fewshot/qwen/201912.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_201912.txt,0.5117337954623472,0.22651807577411814,0.7407407357407407,0.8246045112609863,0.8177818059921265,0.8211789727210999,3.942557896951419,197
chatgpt,fewshot,201912,../generate_summray/fewshot/chatgpt/201912.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_201912.txt,0.5415229448407318,0.35251864722873777,0.8737864027787728,0.8676855564117432,0.8598273992538452,0.8637386560440063,4.359079606557837,22
llama,oneshot,202002,../generate_summray/oneshot/llama/202002.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202002.txt,0.42494953819479825,0.4259247653905129,0.8888888838893991,0.8628854751586914,0.8873682022094727,0.8749555945396423,4.364972459382517,21
qwen,oneshot,202002,../generate_summray/oneshot/qwen/202002.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202002.txt,0.4659386327660362,0.28408513185348583,0.7128712821331242,0.8499399423599243,0.8520592451095581,0.8509982824325562,4.015892516654684,157
chatgpt,oneshot,202002,../generate_summray/oneshot/chatgpt/202002.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202002.txt,0.342040938,0.4742756329482459,0.8235294067723953,0.8418326377868652,0.8652069568634033,0.8533597588539124,4.200245331441042,68
llama,zeroshot,202002,../generate_summray/zeroshot/llama/202002.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202002.txt,0.43571838064302065,0.4580319812088577,0.8775510154081633,0.8649430274963379,0.8976131081581116,0.8809753060340881,4.414832818948579,10
qwen,zeroshot,202002,../generate_summray/zeroshot/qwen/202002.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202002.txt,0.4354677571227465,0.31411721725798336,0.7551020358163265,0.8561941385269165,0.8641166687011719,0.8601371645927429,4.0851349820178875,117
chatgpt,zeroshot,202002,../generate_summray/zeroshot/chatgpt/202002.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202002.txt,0.4837969778994203,0.3867427012223745,0.8865979331448613,0.8675146698951721,0.884289026,0.87582159,4.384762898845788,16
llama,fewshot,202002,../generate_summray/fewshot/llama/202002.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202002.txt,0.4554484361427945,0.20904656703599175,0.7391304298038752,0.8404371738433838,0.8364448547363281,0.8384362459182739,3.9189437074806475,211
qwen,fewshot,202002,../generate_summray/fewshot/qwen/202002.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202002.txt,0.40168479269121776,0.4090791794861368,0.8514851435192627,0.8569735288619995,0.8745096921920776,0.8656527996063232,4.259385136357018,44
chatgpt,fewshot,202002,../generate_summray/fewshot/chatgpt/202002.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202002.txt,0.3165484093821346,0.4325358587268216,0.8910891039153025,0.8502675294876099,0.873843253,0.8618941903114319,4.226178344482144,55
llama,oneshot,202003,../generate_summray/oneshot/llama/202003.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202003.txt,0.6019088424254427,0.40971550953956504,0.7924528251957993,0.8674042224884033,0.8704091310501099,0.8689040541648865,4.410794584864207,11
qwen,oneshot,202003,../generate_summray/oneshot/qwen/202003.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202003.txt,0.5952028376357328,0.2651072128566302,0.7142857092940443,0.8421120047569275,0.8379009962081909,0.8400012254714966,4.0946099862230225,106
chatgpt,oneshot,202003,../generate_summray/oneshot/chatgpt/202003.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202003.txt,0.4008714624571742,0.4349405133432087,0.8108108058436816,0.852515459,0.8610477447509766,0.8567603826522827,4.216946368107993,58
llama,zeroshot,202003,../generate_summray/zeroshot/llama/202003.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202003.txt,0.44819796813007773,0.1939444420974348,0.6736842055534628,0.8475860357284546,0.8293850421905518,0.8383867144584656,3.8311844081584474,247
qwen,zeroshot,202003,../generate_summray/zeroshot/qwen/202003.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202003.txt,0.5316169859980769,0.22131434078543855,0.6730769180787723,0.8397111892700195,0.8332926034927368,0.8364896178245544,3.9355016554495985,201
chatgpt,zeroshot,202003,../generate_summray/zeroshot/chatgpt/202003.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202003.txt,0.6027624633268879,0.3108590028734794,0.7128712821292033,0.8645225763320923,0.8651723861694336,0.8648473620414734,4.221035073,57
llama,fewshot,202003,../generate_summray/fewshot/llama/202003.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202003.txt,0.4897942401364081,0.21076486675325454,0.6874999950195313,0.8484302759170532,0.8274885416030884,0.837828517,3.9018064363894798,222
qwen,fewshot,202003,../generate_summray/fewshot/qwen/202003.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202003.txt,0.5306733089791007,0.23783678236471836,0.729166662,0.8403943777084351,0.8373000025749207,0.838844359,4.014215492234424,158
chatgpt,fewshot,202003,../generate_summray/fewshot/chatgpt/202003.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202003.txt,0.5137293142532915,0.38182030263212235,0.7818181768446282,0.856823742,0.8625150918960571,0.8596599698066711,4.256366597822449,45
llama,oneshot,202008,../generate_summray/oneshot/llama/202008.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202008.txt,0.447811648,0.2298016759776537,0.6542056024875537,0.8497841358184814,0.8360617160797119,0.8428670763969421,3.860531854488099,236
qwen,oneshot,202008,../generate_summray/oneshot/qwen/202008.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202008.txt,0.44674328827894394,0.194520169,0.6601941697954568,0.8473038077354431,0.8283674716949463,0.8377286195755005,3.8148575264436446,250
chatgpt,oneshot,202008,../generate_summray/oneshot/chatgpt/202008.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202008.txt,0.5378965076412616,0.36654422232774736,0.7543859599138196,0.8583065867424011,0.8630498051643372,0.8606716990470886,4.2408547808366555,48
llama,zeroshot,202008,../generate_summray/zeroshot/llama/202008.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202008.txt,0.5033234805051385,0.25480561678852115,0.7307692257988165,0.849367082,0.8426846265792847,0.8460127115249634,4.026962743315712,153
qwen,zeroshot,202008,../generate_summray/zeroshot/qwen/202008.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202008.txt,0.4165569804846204,0.16615715944267273,0.6526315741074792,0.8308470249176025,0.8152567148208618,0.8229780197143555,3.704427473487592,264
chatgpt,zeroshot,202008,../generate_summray/zeroshot/chatgpt/202008.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202008.txt,0.5362966602683837,0.26045798511625856,0.7339449491322281,0.8461087942123413,0.847302258,0.8467050790786743,4.070815725822565,126
llama,fewshot,202008,../generate_summray/fewshot/llama/202008.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202008.txt,0.5726048997145721,0.22492376583660986,0.5981308361324134,0.8367043137550354,0.8264938592910767,0.8315677642822266,3.890425439011934,229
qwen,fewshot,202008,../generate_summray/fewshot/qwen/202008.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202008.txt,0.5623144932487313,0.22374721246189647,0.6363636313652893,0.8267347812652588,0.8220358490943909,0.8243786096572876,3.8955745770928543,225
chatgpt,fewshot,202008,../generate_summray/fewshot/chatgpt/202008.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202008.txt,0.47497081424357496,0.39381116454147946,0.7478260819599244,0.8543127775192261,0.8618756532669067,0.8580775260925293,4.190874017623641,71
llama,oneshot,202102,../generate_summray/oneshot/llama/202102.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202102.txt,0.5305391068118681,0.24989754673985337,0.6739130384877127,0.8535183072090149,0.8357560038566589,0.8445438146591187,3.988167817764227,171
qwen,oneshot,202102,../generate_summray/oneshot/qwen/202102.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202102.txt,0.5174375450608047,0.24693251313844244,0.755555551,0.8619334697723389,0.8491726517677307,0.8555054664611816,4.086537196778276,114
chatgpt,oneshot,202102,../generate_summray/oneshot/chatgpt/202102.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202102.txt,0.44074056588456495,0.44925243689315825,0.7850467240248058,0.8629934191703796,0.8725789785385132,0.8677597641944885,4.278371888705911,40
llama,zeroshot,202102,../generate_summray/zeroshot/llama/202102.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202102.txt,0.6933044216795015,0.3903718948080526,0.769230764,0.8778296709060669,0.8711425065994263,0.8744732737541199,4.476352531993031,6
qwen,zeroshot,202102,../generate_summray/zeroshot/qwen/202102.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202102.txt,0.6621691564638965,0.44730727389471986,0.7474747424793389,0.8735561370849609,0.8816841840744019,0.8776013255119324,4.48979282,4
chatgpt,zeroshot,202102,../generate_summray/zeroshot/chatgpt/202102.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202102.txt,0.6896316374647415,0.36333808256939226,0.8080808030853995,0.8790230751037598,0.874443769,0.8767274618148804,4.491244829493129,3
llama,fewshot,202102,../generate_summray/fewshot/llama/202102.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202102.txt,0.5589186253148991,0.22863987564132396,0.7368421002637119,0.8483542203903198,0.8329642415046692,0.8405887484550476,4.046307811569972,141
qwen,fewshot,202102,../generate_summray/fewshot/qwen/202102.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202102.txt,0.5343825712934793,0.19145856921221183,0.7578947318426594,0.839672327,0.8295375108718872,0.8345741629600525,3.9875198732219164,172
chatgpt,fewshot,202102,../generate_summray/fewshot/chatgpt/202102.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202102.txt,0.4948898257332812,0.4608192804787232,0.8316831633290854,0.8704016208648682,0.872035801,0.8712180256843567,4.401047717500989,14
llama,oneshot,202103,../generate_summray/oneshot/llama/202103.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202103.txt,0.5444923663834795,0.3052965746018936,0.8039215636293734,0.86751312,0.854567826,0.8609918355941772,4.236783286177552,50
qwen,oneshot,202103,../generate_summray/oneshot/qwen/202103.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202103.txt,0.4727541245166623,0.2687356141452186,0.7387387337586235,0.8363212943077087,0.8394045829772949,0.837860107,3.993814457127383,168
chatgpt,oneshot,202103,../generate_summray/oneshot/chatgpt/202103.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202103.txt,0.46520464498006403,0.4336850745664382,0.9056603723602706,0.870498538,0.860885739,0.8656654357910156,4.401599805041538,13
llama,zeroshot,202103,../generate_summray/zeroshot/llama/202103.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202103.txt,0.4800664358344928,0.2302268524241139,0.7083333283680555,0.8583699464797974,0.8351631164550781,0.846607506,3.958767185836715,189
qwen,zeroshot,202103,../generate_summray/zeroshot/qwen/202103.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202103.txt,0.3567274883349105,0.17868479894058623,0.6236559090484449,0.8651202917098999,0.8296206593513489,0.8469986319541931,3.7008077793393834,265
chatgpt,zeroshot,202103,../generate_summray/zeroshot/chatgpt/202103.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202103.txt,0.5742046331549912,0.28921532230817437,0.7083333283680555,0.8696883320808411,0.8500690460205078,0.8597667813301086,4.1512774432626784,82
llama,fewshot,202103,../generate_summray/fewshot/llama/202103.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202103.txt,0.6345242559066384,0.30371985372951177,0.7551020358350686,0.8685867190361023,0.8544882535934448,0.8614798188209534,4.277900937,41
qwen,fewshot,202103,../generate_summray/fewshot/qwen/202103.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202103.txt,0.634453063,0.29645187611475926,0.7326732623311442,0.8612293004989624,0.8539484143257141,0.8575733304023743,4.236329246611962,51
chatgpt,fewshot,202103,../generate_summray/fewshot/chatgpt/202103.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202103.txt,0.5528426428220198,0.45756542958284663,0.859813079,0.8816317319869995,0.8716006278991699,0.8765875101089478,4.500041021516063,2
llama,oneshot,202106,../generate_summray/oneshot/llama/202106.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202106.txt,0.3377382355970653,0.29243775346592776,0.7311827907272518,0.8347584009170532,0.8552896976470947,0.8448993563652039,3.8963062347195967,224
qwen,oneshot,202106,../generate_summray/oneshot/qwen/202106.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202106.txt,0.24760195808157145,0.2577737660377359,0.7254901912014611,0.8090941905975342,0.8294808864593506,0.8191606998443604,3.6886016922220137,267
chatgpt,oneshot,202106,../generate_summray/oneshot/chatgpt/202106.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202106.txt,0.2649926964421443,0.40651729150530624,0.7524752426350358,0.8413213491439819,0.8740620613098145,0.8573792576789856,3.9967478987152685,166
llama,zeroshot,202106,../generate_summray/zeroshot/llama/202106.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202106.txt,0.3982883966391126,0.28032900121567317,0.6746987901872551,0.8464268445968628,0.8428131341934204,0.844616175,3.887172342,230
qwen,zeroshot,202106,../generate_summray/zeroshot/qwen/202106.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202106.txt,0.5202672357557403,0.22326389765601984,0.6829268242801905,0.8509567975997925,0.8447740077972412,0.8478541374206543,3.9700429005096387,181
chatgpt,zeroshot,202106,../generate_summray/zeroshot/chatgpt/202106.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202106.txt,0.48487244630908083,0.4003786795385105,0.6086956471951797,0.8608143925666809,0.8821319341659546,0.8713427782058716,4.108235877981278,102
llama,fewshot,202106,../generate_summray/fewshot/llama/202106.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202106.txt,0.3597298096589318,0.26079197052413744,0.7032966983117982,0.8381373286247253,0.8413029909133911,0.8397171497344971,3.842975947767481,240
qwen,fewshot,202106,../generate_summray/fewshot/qwen/202106.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202106.txt,0.39274583049459294,0.3169172497687699,0.6930693020409764,0.8399103879928589,0.8598998785018921,0.8497875928878784,3.9523302416869686,192
chatgpt,fewshot,202106,../generate_summray/fewshot/chatgpt/202106.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202106.txt,0.3088440377431189,0.37873847304558883,0.7474747425609631,0.8445284962654114,0.8817687034606934,0.8627469539642334,4.024101407040009,154
llama,oneshot,202108,../generate_summray/oneshot/llama/202108.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202108.txt,0.4022512151817358,0.31623682813096576,0.6981132025916699,0.8360041379928589,0.8410121202468872,0.8385006189346313,3.932118123078749,203
qwen,oneshot,202108,../generate_summray/oneshot/qwen/202108.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202108.txt,0.3594892526950439,0.3283687326157083,0.6249999950063776,0.8301394581794739,0.840558648,0.835316539,3.8188726254167698,249
chatgpt,oneshot,202108,../generate_summray/oneshot/chatgpt/202108.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202108.txt,0.29455628559863406,0.3907343949326292,0.7603305735209345,0.8397311568260193,0.8511996865272522,0.8454265594482422,3.981978656853711,176
llama,zeroshot,202108,../generate_summray/zeroshot/llama/202108.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202108.txt,0.49006848774108885,0.23242187704858708,0.6470588186236063,0.8493041396141052,0.8316395878791809,0.840379,3.890871910616651,228
qwen,zeroshot,202108,../generate_summray/zeroshot/qwen/202108.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202108.txt,0.5168257701143829,0.27054201993060206,0.7378640727495523,0.8556522130966187,0.8435639142990112,0.8495650887489319,4.074013078939099,124
chatgpt,zeroshot,202108,../generate_summray/zeroshot/chatgpt/202108.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202108.txt,0.4752890661224745,0.31487657216669146,0.648148143,0.8521894812583923,0.8470651507377625,0.8496195673942566,3.9871879808551602,173
llama,fewshot,202108,../generate_summray/fewshot/llama/202108.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202108.txt,0.4179412227368694,0.34562181555706517,0.7962962913237311,0.838647187,0.8449417948722839,0.8417826890945435,4.085231000340627,116
qwen,fewshot,202108,../generate_summray/fewshot/qwen/202108.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202108.txt,0.40082984800143767,0.3361220598859623,0.6890756252552785,0.8422541618347168,0.8501206636428833,0.846169114,3.9645714727331325,186
chatgpt,fewshot,202108,../generate_summray/fewshot/chatgpt/202108.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202108.txt,0.36170013080131524,0.42675898174922794,0.8347826036960304,0.8569549322128296,0.8763974905014038,0.8665671348571777,4.2231612738179845,56
llama,oneshot,202112,../generate_summray/oneshot/llama/202112.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202112.txt,0.3238332979838656,0.2781205308405156,0.7766990241379962,0.83640933,0.8413039445877075,0.8388495445251465,3.8952156724432734,226
qwen,oneshot,202112,../generate_summray/oneshot/qwen/202112.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202112.txt,0.5291113320333496,0.22428767470297928,0.6990291212253747,0.8528352379798889,0.8466063737869263,0.8497093319892883,4.001579071717807,164
chatgpt,oneshot,202112,../generate_summray/oneshot/chatgpt/202112.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202112.txt,0.3873001987557847,0.4009749846556841,0.8108108058144633,0.8564786314964294,0.8694565296173096,0.8629187345504761,4.187939884890147,73
llama,zeroshot,202112,../generate_summray/zeroshot/llama/202112.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202112.txt,0.5008066554493817,0.20427697085141186,0.6153846103920119,0.8425734043121338,0.8324984312057495,0.8375056385993958,3.8330457108100844,246
qwen,zeroshot,202112,../generate_summray/zeroshot/qwen/202112.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202112.txt,0.40917590961113093,0.18413788775436846,0.6041666617447918,0.8367451429367065,0.8279030919075012,0.832300603,3.694429297344239,266
chatgpt,zeroshot,202112,../generate_summray/zeroshot/chatgpt/202112.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202112.txt,0.6165690057090115,0.3367813125642184,0.7692307642381657,0.8742831945419312,0.8746687173843384,0.874475896,4.346008890796155,28
llama,fewshot,202112,../generate_summray/fewshot/llama/202112.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202112.txt,0.4535768144099601,0.23932129747910819,0.7692307642381657,0.8435772061347961,0.8364694118499756,0.8400083184242249,3.9821838125362308,175
qwen,fewshot,202112,../generate_summray/fewshot/qwen/202112.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202112.txt,0.4398121715248967,0.2683614283124887,0.7047618997659865,0.8321267366409302,0.8374307155609131,0.8347703218460083,3.9172632736512236,213
chatgpt,fewshot,202112,../generate_summray/fewshot/chatgpt/202112.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202112.txt,0.475055305,0.4184879373006399,0.8108108058144633,0.8596274852752686,0.8742814064025879,0.8668925166130066,4.305155455906936,34
llama,oneshot,202201,../generate_summray/oneshot/llama/202201.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202201.txt,0.4597694340376462,0.37505026577764694,0.8041237063407376,0.8707752227783203,0.892575741,0.8815407156944275,4.283835085442988,38
qwen,oneshot,202201,../generate_summray/oneshot/qwen/202201.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202201.txt,0.40076972389735405,0.3385120098722596,0.6739130384877127,0.8481403589248657,0.8736642599105835,0.8607131242752075,3.995712515367983,167
chatgpt,oneshot,202201,../generate_summray/oneshot/chatgpt/202201.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202201.txt,0.26314614763887645,0.41388381099922544,0.7850467240248058,0.8562052845954895,0.8954818248748779,0.8754032254219055,4.089167018,112
llama,zeroshot,202201,../generate_summray/zeroshot/llama/202201.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202201.txt,0.43033003174699613,0.3252971079603898,0.7789473634216068,0.8616422414779663,0.8673776388168335,0.8645004630088806,4.128094846432673,95
qwen,zeroshot,202201,../generate_summray/zeroshot/qwen/202201.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202201.txt,0.5341746884187972,0.2693869746534721,0.7391304297920607,0.8631558418273926,0.8752182722091675,0.8691452145576477,4.150211421458538,83
chatgpt,zeroshot,202201,../generate_summray/zeroshot/chatgpt/202201.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202201.txt,0.4128881612103629,0.36380112944335774,0.680412366,0.8595337867736816,0.8914122581481934,0.8751828074455261,4.0832305091556735,118
llama,fewshot,202201,../generate_summray/fewshot/llama/202201.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202201.txt,0.35181231,0.25,0.799999995,0.8448238372802734,0.8488285541534424,0.8468214273452759,3.9422861235098225,198
qwen,fewshot,202201,../generate_summray/fewshot/qwen/202201.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202201.txt,0.33852703399506046,0.28912151582520557,0.7878787828833793,0.8397780656814575,0.862086296,0.8507859706878662,3.968177665154512,182
chatgpt,fewshot,202201,../generate_summray/fewshot/chatgpt/202201.txt,/home/david/Workspace/research/manuscripts/original_summary/summary_202201.txt,0.279987882,0.42121045765024123,0.7766990241493072,0.8654736876487732,0.9011721611022949,0.8829622268676758,4.127505439822745,96